Ticker,final_score,score_basis,rating,category,price,weighted_rating,fund_rating_score,rating_cycles,rating_date,technical_score,vs50MA%,vs200MA%,RSI,VolSurge,1D%,1W%,1M%,AnnVol%,MaxDD%,AvgDollarVol,BarsFetched,RelStrength_AvgBench,RelStrength_vs_SPY,RelStrength_vs_DJI,RelStrength_vs_SPX,RelStrength_vs_IXIC,Flags,RelStrength_vs_AGG,RelStrength_vs_BND,RelStrength_vs_EFA,RelStrength_vs_VXUS,RelStrength_vs_EEM,RelStrength_vs_VNQ,RelStrength_vs_DBC,RelStrength_vs_GLD
SPDV,44.8,blended,Sell,equity_us,40.49,4.0,80.0,"3yr, 5yr",2026-08-31,36,-1.4,,35.2,1.02,-1.3,-1.8,-2.2,19.1,-21.3,415678.0,3372,-1.0,-1.0,0.2,-1.2,-1.9,LowLiquidity,,,,,,,,
SMLV,44.8,blended,Sell,equity_us,153.71,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.8,-3.3,28.8,1.04,-1.3,-2.5,-3.7,25.5,-22.9,614298.0,3280,-1.7,-1.7,-0.5,-1.9,-2.6,"Downtrend, Oversold(RSI), LowLiquidity",,,,,,,,
AMZY,44.8,blended,Sell,equity_us,10.41,4.0,80.0,3yr,2026-08-31,36,0.3,-3.2,65.6,0.52,0.6,-1.4,-4.1,28.3,-58.5,2983625.0,5078,-0.6,-0.6,0.6,-0.8,-1.5,MACD+,,,,,,,,
BBRE,44.8,blended,Sell,real_estate,102.82,4.0,80.0,"3yr, 5yr",2026-08-31,36,-1.1,-3.7,36.0,0.69,-0.6,-1.7,-5.1,17.6,-21.4,2931605.0,4408,-0.1,,,,,Downtrend,,,,,,-0.1,,
WELD,44.8,blended,Sell,equity_us,52.37,4.0,80.0,3yr,2026-08-31,36,-0.8,-5.3,46.0,0.42,0.2,-3.0,-6.6,28.6,-18.7,1241284.0,432,-2.2,-2.2,-1.0,-2.5,-3.1,"Downtrend, MACD+, ShortHistory",,,,,,,,
AFMC,44.8,blended,Sell,equity_us,40.03,4.0,80.0,"3yr, 5yr",2026-08-31,36,-0.9,-2.6,39.4,0.78,-1.0,-1.6,-3.3,21.9,-23.6,935203.0,3392,-0.8,-0.8,0.4,-1.0,-1.7,"Downtrend, LowLiquidity",,,,,,,,
REZ,44.8,blended,Sell,real_estate,90.46,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,35,-1.4,-3.9,27.0,0.62,-1.0,-1.8,-5.6,16.8,-17.8,5250304.0,5072,-0.2,,,,,"Downtrend, Oversold(RSI)",,,,,,-0.2,,
USVM,44.0,blended,Sell,equity_us,105.17,4.4,88.0,"3yr, 5yr",2026-08-31,33,-1.5,-3.6,33.5,0.65,-1.1,-2.2,-4.0,19.1,-26.0,4540073.0,4386,-1.4,-1.5,-0.2,-1.7,-2.4,Downtrend,,,,,,,,
AIRR,44.0,blended,Sell,equity_us,105.64,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,33,-0.2,-6.3,44.3,0.85,-0.5,-1.3,-8.2,26.2,-29.8,74965633.0,5079,-0.5,-0.6,0.7,-0.8,-1.4,Downtrend,,,,,,,,
AFSM,44.0,blended,Sell,equity_us,39.57,4.0,80.0,"3yr, 5yr",2026-08-31,35,-1.0,-2.4,47.7,0.67,-1.2,-0.2,-4.5,25.6,-26.0,659967.0,3237,0.6,0.5,1.8,0.3,-0.3,"Downtrend, BeatingAvgBench, LowLiquidity",,,,,,,,
NDIV,44.0,blended,Sell,equity_us,35.16,4.0,80.0,3yr,2026-08-31,35,-1.3,0.3,44.0,0.54,-0.1,-1.4,-0.3,25.7,-21.6,451382.0,3205,-0.6,-0.7,0.6,-0.9,-1.5,LowLiquidity,,,,,,,,
AGGH,44.0,blended,Sell,bond,19.44,4.0,80.0,3yr,2026-08-31,35,-0.2,-1.5,42.9,0.22,-0.3,-0.1,-2.2,8.4,-12.8,5398653.0,5012,-0.1,,,,,Downtrend,-0.1,-0.1,,,,,,
AZTD,44.0,blended,Sell,equity_intl,31.06,4.0,80.0,3yr,2026-08-31,35,-1.4,,35.3,0.19,-5.2,10.4,8.5,50.4,-17.4,124483.0,683,12.1,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,12.1,12.1,,,,
COPX,44.0,blended,Sell,equity_intl,86.15,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,34,-1.4,-4.3,53.9,0.47,-0.7,-2.4,-3.7,37.4,-41.1,252018921.0,5078,-0.6,,,,,"Downtrend, MACD+",,,-0.6,-0.6,,,,
PFIG,44.0,blended,Sell,bond,23.37,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,35,-0.2,-1.1,41.9,0.39,-0.2,-0.1,-1.5,10.8,-9.7,803971.0,4012,-0.1,,,,,"Downtrend, LowLiquidity",-0.1,-0.1,,,,,,
SPXE,43.6,blended,Sell,equity_us,81.72,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,34,-1.1,,42.6,1.42,-0.5,-2.1,2.6,123.6,-50.6,231311.0,1391,-1.3,-1.4,-0.1,-1.6,-2.3,"LowLiquidity, ShortHistory",,,,,,,,
GRPM,43.6,blended,Sell,equity_us,138.74,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,33,-1.6,-2.7,29.6,0.67,-1.0,-1.4,-3.2,20.3,-29.1,1417577.0,4831,-0.7,-0.7,0.6,-0.9,-1.6,"Downtrend, Oversold(RSI)",,,,,,,,
ADPV,43.2,blended,Sell,equity_us,44.18,4.0,80.0,3yr,2026-08-31,34,-1.7,-2.1,30.8,0.75,-0.2,-2.2,-2.5,26.1,-22.0,437382.0,3543,-1.5,-1.5,-0.2,-1.7,-2.4,"Downtrend, LowLiquidity",,,,,,,,
DVLU,43.2,blended,Sell,equity_us,40.14,4.0,80.0,"3yr, 5yr",2026-08-31,34,-1.2,-2.3,40.7,0.81,0.0,-1.2,-1.0,31.5,-26.6,377934.0,1841,-0.4,-0.5,0.8,-0.7,-1.3,"Downtrend, LowLiquidity",,,,,,,,
XMVM,43.2,blended,Sell,equity_us,72.63,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,32,-2.0,-2.8,36.3,0.56,-1.5,-2.9,-2.9,19.5,-26.1,2151118.0,4897,-2.1,-2.1,-0.9,-2.3,-3.0,Downtrend,,,,,,,,
VFVA,43.2,blended,Sell,equity_us,156.21,4.0,80.0,"3yr, 5yr",2026-08-31,34,-1.8,-3.0,27.0,0.72,-1.3,-2.1,-3.6,18.9,-25.9,2794424.0,4738,-1.4,-1.4,-0.2,-1.6,-2.3,"Downtrend, Oversold(RSI)",,,,,,,,
PAVE,43.2,blended,Sell,equity_intl,52.6,4.6,92.0,"3yr, 5yr",2026-08-31,31,-1.3,-5.5,32.7,0.56,-0.6,-2.7,-6.4,20.7,-27.3,76138917.0,5078,-0.9,,,,,Downtrend,,,-0.9,-0.9,,,,
SIXA,43.2,blended,Sell,equity_us,57.17,4.0,80.0,"3yr, 5yr",2026-08-31,34,-1.0,,30.4,0.3,-1.0,-1.8,0.9,14.8,-12.5,1556636.0,2875,-1.0,-1.0,0.2,-1.2,-1.9,-,,,,,,,,
FDM,43.2,blended,Sell,equity_us,89.85,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,33,-2.0,-3.4,20.6,0.84,-1.5,-1.7,-5.7,23.2,-24.9,1042038.0,3932,-0.9,-0.9,0.3,-1.1,-1.8,"Downtrend, Oversold(RSI)",,,,,,,,
SETM,43.2,blended,Sell,equity_us,30.93,4.0,80.0,3yr,2026-08-31,34,-2.4,-7.5,53.5,0.86,-1.0,-3.3,-6.9,40.7,-44.5,4425836.0,4304,-2.5,-2.5,-1.3,-2.8,-3.4,"Downtrend, MACD+",,,,,,,,
AVUV,42.4,blended,Sell,equity_us,121.57,4.0,80.0,"3yr, 5yr",2026-08-31,33,-1.7,-3.3,31.8,0.79,-1.3,-2.3,-3.2,20.5,-30.5,149624528.0,5078,-1.5,-1.5,-0.3,-1.7,-2.4,Downtrend,,,,,,,,
AMUN,42.4,blended,Sell,equity_us,26.01,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,33,,,,0.22,-0.2,0.1,0.4,6.9,-1.5,496439.0,310,0.9,0.9,2.1,0.6,-0.0,"BeatingAvgBench, LowLiquidity, Leveraged, ShortHistory, RSI_NaN",,,,,,,,
MISL,42.4,blended,Sell,equity_us,42.11,4.0,80.0,3yr,2026-08-31,33,-0.9,-5.9,38.3,0.54,-1.1,-1.2,-6.9,21.1,-20.4,3247069.0,4764,-0.4,-0.4,0.8,-0.6,-1.3,Downtrend,,,,,,,,
PIFI,42.4,blended,Sell,bond,92.14,4.2,84.0,"3yr, 5yr",2026-08-31,32,-0.8,,24.8,0.21,0.2,-1.0,-2.8,8.9,-5.0,443841.0,695,-1.0,,,,,"Oversold(RSI), LowLiquidity, ShortHistory",-1.0,-1.0,,,,,,
HIDV,42.4,blended,Sell,equity_us,90.19,4.0,80.0,3yr,2026-08-31,33,-1.8,-1.2,38.0,0.39,-0.5,-3.3,0.7,25.4,-20.3,947255.0,1672,-2.5,-2.6,-1.3,-2.8,-3.5,"LowLiquidity, ShortHistory",,,,,,,,
XTL,42.4,blended,Sell,equity_us,204.14,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,30,-1.5,-3.6,40.3,0.38,-1.5,-3.0,-3.2,28.6,-24.0,10899979.0,4121,-2.2,-2.2,-1.0,-2.4,-3.1,Downtrend,,,,,,,,
MAGG,41.6,blended,Sell,bond,19.56,4.0,80.0,3yr,2026-08-31,32,,,37.5,0.53,0.2,-1.9,-2.8,9.4,-7.7,269966.0,1166,-1.9,,,,,"MACD+, LowLiquidity, ShortHistory",-1.9,-1.9,,,,,,
FLOW,41.6,blended,Sell,equity_intl,43.33,5.0,100.0,3yr,2026-08-31,27,-1.7,,36.5,0.38,-0.9,-2.8,6.3,31.9,-23.4,274878.0,1672,-1.1,,,,,"LowLiquidity, ShortHistory",,,-1.1,-1.1,,,,
SPXV,41.6,blended,Sell,equity_us,83.0,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,31,-0.5,,38.9,0.78,-1.1,-1.8,1.6,33.2,-20.1,213394.0,1022,-1.0,-1.0,0.2,-1.3,-1.9,"LowLiquidity, ShortHistory",,,,,,,,
PRFZ,41.6,blended,Sell,equity_us,52.8,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,32,-1.1,-4.0,40.3,0.38,-1.1,-1.6,-4.7,20.0,-28.0,4285089.0,5078,-0.8,-0.9,0.4,-1.1,-1.8,Downtrend,,,,,,,,
FYX,41.6,blended,Sell,equity_us,137.29,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,31,-1.4,-3.6,36.9,0.29,-1.7,-2.0,-4.9,21.6,-29.8,4471295.0,4935,-1.2,-1.2,0.0,-1.4,-2.1,Downtrend,,,,,,,,
SRHQ,40.8,blended,Sell,equity_us,48.34,4.0,80.0,3yr,2026-08-31,31,-0.9,,35.5,0.63,-0.9,-1.9,41.4,61.7,-16.8,132053.0,236,-1.1,-1.1,0.1,-1.3,-2.0,"LowLiquidity, ShortHistory",,,,,,,,
GUSA,40.8,blended,Sell,commodity,65.8,4.0,80.0,3yr,2026-08-31,31,,,56.1,0.05,-0.9,7.1,20.9,52.7,-19.9,234008.0,373,7.0,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,,,7.2,6.8
BBIB,40.8,blended,Sell,bond,95.12,4.0,80.0,3yr,2026-08-31,31,,,26.7,0.34,0.2,-1.9,-2.7,9.3,-6.0,802965.0,839,-1.9,,,,,"Oversold(RSI), MACD+, LowLiquidity, ShortHistory",-1.9,-1.9,,,,,,
FNDB,40.8,blended,Sell,equity_us,31.17,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,29,-0.8,-1.5,38.3,0.22,-0.7,-1.3,-1.6,122.1,-66.9,16566165.0,5075,-0.5,-0.6,0.7,-0.8,-1.4,Downtrend,,,,,,,,
MBBB,40.8,blended,Sell,bond,20.65,4.0,80.0,"3yr, 5yr",2026-08-31,31,,,38.2,0.23,0.3,-1.8,-2.8,10.9,-7.1,154772.0,1045,-1.7,,,,,"MACD+, LowLiquidity, ShortHistory",-1.7,-1.7,,,,,,
WBIY,40.0,blended,Sell,equity_us,36.99,4.0,80.0,"3yr, 5yr",2026-08-31,30,-2.8,-1.7,28.1,0.34,-1.0,-4.6,-2.4,22.4,-23.0,397501.0,3025,-3.8,-3.8,-2.6,-4.0,-4.7,"Oversold(RSI), LowLiquidity",,,,,,,,
VOXP,40.0,blended,Sell,equity_us,39.87,4.0,80.0,3yr,2026-08-31,30,,,50.1,,-0.5,2.2,,97.6,-2.8,672698.0,50,3.0,3.0,4.2,2.8,2.1,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,,,,
FCA,40.0,blended,Sell,equity_intl,26.93,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,30,-1.8,-0.7,36.7,0.52,-1.0,-1.0,1.4,38.8,-27.5,521926.0,2467,0.7,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity",,,0.7,0.7,,,,
BLDG,40.0,blended,Sell,real_estate,25.49,4.6,92.0,"3yr, 5yr",2026-08-31,27,-3.7,-5.7,18.5,0.1,-2.4,-4.0,-5.9,23.7,-23.3,753800.0,2483,-2.4,,,,,"Downtrend, Oversold(RSI), LowLiquidity",,,,,,-2.4,,
BFOR,39.2,blended,Strong sell,equity_us,23.24,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,29,-1.0,-3.4,40.3,0.64,-0.6,-1.6,-5.3,227.1,-75.0,1174014.0,3081,-0.8,-0.8,0.4,-1.1,-1.7,Downtrend,,,,,,,,
XAR,39.2,blended,Strong sell,equity_us,238.89,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,27,-1.9,-9.9,31.6,0.51,-1.0,-3.0,-12.0,24.2,-21.5,64573636.0,5078,-2.2,-2.2,-1.0,-2.5,-3.1,Downtrend,,,,,,,,
LCLG,39.2,blended,Strong sell,equity_us,68.98,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,29,-3.3,0.6,36.7,0.27,-1.5,-3.0,4.5,53.6,-25.9,233402.0,703,-2.2,-2.3,-1.0,-2.5,-3.1,"LowLiquidity, ShortHistory",,,,,,,,
SURE,38.8,blended,Strong sell,equity_us,147.85,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,27,-1.2,,26.4,0.37,-2.8,-0.3,18.0,43.1,-22.4,203904.0,642,0.5,0.4,1.7,0.2,-0.4,"Oversold(RSI), BeatingAvgBench, LowLiquidity, ShortHistory",,,,,,,,
KOKU,38.4,blended,Strong sell,equity_intl,132.62,4.0,80.0,"3yr, 5yr",2026-08-31,28,,,61.1,0.35,-1.3,2.6,14.2,49.2,-17.9,273876.0,440,4.3,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,4.3,4.3,,,,
XTR,38.4,blended,Strong sell,equity_intl,28.73,4.4,88.0,"3yr, 5yr",2026-08-31,26,-0.8,,47.2,0.09,-1.7,-2.2,1.1,45.8,-29.0,146108.0,899,-0.5,,,,,"LowLiquidity, ShortHistory",,,-0.5,-0.5,,,,
SPXN,38.4,blended,Strong sell,equity_us,83.85,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,26,0.5,,43.4,0.42,1.1,-0.9,1.1,115.8,-50.4,277409.0,1593,-0.1,-0.1,1.1,-0.3,-1.0,"LowLiquidity, ShortHistory",,,,,,,,
CPII,37.6,blended,Strong sell,bond,19.02,4.0,80.0,3yr,2026-08-31,27,,,51.2,0.73,-0.3,0.9,0.2,18.0,-10.0,104007.0,545,0.9,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",0.9,0.9,,,,,,
IBRN,37.6,blended,Strong sell,equity_us,36.3,4.0,80.0,3yr,2026-08-31,27,-6.3,-5.2,33.6,1.26,-2.7,-7.5,-9.0,63.3,-37.1,233438.0,1066,-6.7,-6.7,-5.5,-6.9,-7.6,"LowLiquidity, ShortHistory",,,,,,,,
NGIF,36.0,blended,Strong sell,equity_intl,12.25,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,25,-4.5,,24.8,,-3.1,-6.0,,32.2,-8.0,1507731.0,51,-4.3,,,,,"Oversold(RSI), ShortHistory",,,-4.3,-4.3,,,,
JHDV,35.2,blended,Strong sell,equity_us,46.43,4.0,80.0,3yr,2026-08-31,24,,,28.4,0.46,-2.9,-1.6,24.4,75.0,-15.9,187108.0,168,-0.9,-0.9,0.4,-1.1,-1.8,"Oversold(RSI), LowLiquidity, ShortHistory",,,,,,,,
JLQD,35.2,blended,Strong sell,bond,39.94,4.0,80.0,3yr,2026-08-31,24,,,40.0,0.12,-0.4,-1.2,-4.4,14.4,-7.8,86501.0,295,-1.2,,,,,"LowLiquidity, ShortHistory",-1.2,-1.2,,,,,,
RFDA,35.2,blended,Strong sell,equity_us,72.07,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,22,,,,0.13,0.2,-2.3,0.9,24.7,-20.1,523289.0,1890,-1.6,-1.6,-0.3,-1.8,-2.5,"LowLiquidity, RSI_NaN",,,,,,,,
ONEO,34.8,blended,Strong sell,equity_us,151.9,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,22,,,19.9,0.53,-1.9,-0.4,12.7,40.9,-19.2,534597.0,623,0.4,0.4,1.6,0.1,-0.5,"Oversold(RSI), BeatingAvgBench, LowLiquidity, ShortHistory",,,,,,,,
SNPG,34.4,blended,Strong sell,equity_us,58.16,4.0,80.0,3yr,2026-08-31,23,-2.5,,33.7,0.23,-0.6,-5.1,8.8,41.8,-24.0,221951.0,988,-4.3,-4.3,-3.1,-4.5,-5.2,"LowLiquidity, ShortHistory",,,,,,,,
UNIY,32.0,blended,Strong sell,bond,47.07,4.0,80.0,3yr,2026-08-31,20,,,,0.04,-1.4,-2.0,-2.6,19.3,-6.4,13142199.0,279,-2.0,,,,,"ShortHistory, RSI_NaN",-2.0,-2.0,,,,,,
